"person_id","id","name","character","role"
11472,"tm127384","Graham Chapman","King Arthur / Voice of God / Middle Head / Hiccoughing Guard","ACTOR"
1549,"tm127384","John Cleese","Second Swallow-Savvy Guard / The Black Knight / Peasant 3 / Sir Launcelot the Brave / Taunting French Guard / Tim the Enchanter","ACTOR"
11474,"tm127384","Eric Idle","Dead Collector / Peasant 1 / Sir Robin the Not-Quite-So-Brave-as-Sir Launcelot / First Swamp Castle Guard / Concorde / Roger the Shrubber / Brother Maynard","ACTOR"
11473,"tm127384","Terry Gilliam","Patsy / Green Knight / Old Man from Scene 24 (Bridgekeeper) / Sir Bors / Animator / Gorilla Hand","ACTOR"
11475,"tm127384","Terry Jones","Dennis's Mother / Sir Bedevere / Left Head / Prince Herbert / Voice of Cartoon Scribe","ACTOR"
11476,"tm127384","Michael Palin","First Swallow-Savvy Guard / Dennis / Peasant 2 / Right Head / Sir Galahad the Pure / Narrator / King of Swamp Castle / Brother Maynard's Brother / Leader of The Knights Who Say NI!","ACTOR"
40898,"tm127384","Connie Booth","The Witch","ACTOR"
11478,"tm127384","Carol Cleveland","Zoot / Dingo","ACTOR"
11482,"tm127384","Neil Innes","First Monk / Singing Minstrel / Page Crushed by the Rabbit / Peasant #4","ACTOR"
40899,"tm127384","Bee Duffell","Old Crone","ACTOR"
11481,"tm127384","John Young","Dead Body / Historian Frank","ACTOR"
40900,"tm127384","Rita Davies","Historian's Wife","ACTOR"
40901,"tm127384","Avril Stewart","Dr. Piglet","ACTOR"
40902,"tm127384","Sally Kinghorn","Dr. Winston","ACTOR"
40903,"tm127384","Mark Zycon","Prisoner","ACTOR"
1275018,"tm127384","Elspeth Cameron","Girl in Castle Anthrax","ACTOR"
1462970,"tm127384","Mitsuko Forstater","Girl in Castle Anthrax","ACTOR"
589811,"tm127384","Sandy Johnson","Knight of Ni / Villager at Witch Burning / Musician at Wedding / Monk / Knight in Battle","ACTOR"
976111,"tm127384","Sandy Rose","Girl in Castle Anthrax","ACTOR"
1462971,"tm127384","Romilly Squire","Musician at Wedding / Villager at Witch Burning","ACTOR"
90024,"tm127384","Joni Flynn","Girl in Castle Anthrax","ACTOR"
1462991,"tm127384","Alison Walker","Girl in Castle Anthrax","ACTOR"
1462993,"tm127384","Loraine Ward","Girl in Castle Anthrax","ACTOR"
1462994,"tm127384","Anna Lanski","Girl in Castle Anthrax","ACTOR"
1462623,"tm127384","Sally Coombe","Girl in Castle Anthrax","ACTOR"
1462995,"tm127384","Vivienne MacDonald","Girl in Castle Anthrax","ACTOR"
1462975,"tm127384","Yvonne Dick","Girl in Castle Anthrax","ACTOR"
1462978,"tm127384","Daphne Darling","Girl in Castle Anthrax","ACTOR"
703435,"tm127384","Fiona Gordon","Girl in Castle Anthrax","ACTOR"
1463011,"tm127384","Judy Lamb","Girl in Castle Anthrax","ACTOR"
1462986,"tm127384","Tracy Sneddon","Girl in Castle Anthrax","ACTOR"
1462588,"tm127384","Joyce Pollner","Girl in Castle Anthrax","ACTOR"
889417,"tm127384","Mary Allen","Girl in Castle Anthrax","ACTOR"
1464056,"tm127384","Gloria Graham","Girl in Castle Anthrax","ACTOR"
1671807,"tm127384","Sylvia Taylor","Girl in Castle Anthrax","ACTOR"
11490,"tm127384","Julian Doyle","Police Sergeant (uncredited)","ACTOR"
84047,"tm127384","Margarita Doyle","Peasant (uncredited)","ACTOR"
1463016,"tm127384","Zack Matalon","Guard who Falls into Barrels (uncredited)","ACTOR"
1463018,"tm127384","Scott Mike","Bash (Mudfighter (uncredited)","ACTOR"
1463021,"tm127384","William Palin","Sir Not-Appearing-in-this-Film (uncredited)","ACTOR"
11475,"tm127384","Terry Jones","Themselves (uncredited)","ACTOR"
919694,"tm127384","Tom Raeburn","Guard Eating Apple (uncredited)","ACTOR"
400172,"tm127384","Brian Ross","Biff (Mudfighter) (uncredited)","ACTOR"
14908,"tm127384","Roy Forge Smith","Inspector End of Film (uncredited)","ACTOR"
8327,"tm127384","John Thornton","Dancing Knight (uncredited)","ACTOR"
156072,"tm127384","Maggie Weston","Page-turner (uncredited)","ACTOR"
11475,"tm127384","Terry Jones","","DIRECTOR"
11473,"tm127384","Terry Gilliam","","DIRECTOR"
11472,"tm70993","Graham Chapman","Wise Man #2 / Brian Cohen / Biggus Dickus","ACTOR"
1549,"tm70993","John Cleese","Wise Man #1 / Reg / Jewish Official / First Centurion / Deadly Dirk / Arthur","ACTOR"
11473,"tm70993","Terry Gilliam","Man Even Further Forward / Revolutionary / Jailer / Blood and Thunder Prophet / Frank / Audience Member / Crucifee","ACTOR"
11474,"tm70993","Eric Idle","Mr. Cheeky / Stan 'Loretta' / Harry the Haggler / Culprit Woman / Warris / Intensely Dull Youth / Jailer's Assistant / Otto / Lead Singer Crucifee","ACTOR"
11475,"tm70993","Terry Jones","Mandy Cohen / Colin / Simon the Holy Man / Bob Hoskins / Saintly Passer-by / Alarmed Crucifixion Assistant","ACTOR"
11476,"tm70993","Michael Palin","Wise Man #3 / Mr. Big Nose / Francis / Mrs. A / Ex-Leper / Announcer / Ben / Pontius Pilate / Boring Prophet / Eddie / Shoe Follower / Nisus Wettus","ACTOR"
11477,"tm70993","Terence Bayler","Gregory","ACTOR"
11478,"tm70993","Carol Cleveland","Mrs. Gregory","ACTOR"
11479,"tm70993","Kenneth Colley","Jesus","ACTOR"
11482,"tm70993","Neil Innes","A Weedy Samaritan","ACTOR"
11480,"tm70993","Charles McKeown","False Prophet / Blind Man / Giggling Guard / Stig","ACTOR"
11481,"tm70993","John Young","Matthias, Son of Deuteronomy of Gath","ACTOR"
11483,"tm70993","Gwen Taylor","Mrs. Big Nose","ACTOR"
11484,"tm70993","Sue Jones-Davies","Judith Iscariot","ACTOR"
548006,"tm70993","Peter Brett","","ACTOR"
11485,"tm70993","John Case","Pilate's Wife","ACTOR"
11489,"tm70993","Chris Langham","Alfonso / Giggling Guard","ACTOR"
11487,"tm70993","Andrew MacLachlan","Another Official Stoners Helper / Giggling Guard","ACTOR"
11486,"tm70993","Bernard McKenna","Parvus / Official Stoners Helper / Giggling Guard","ACTOR"
73106,"tm70993","Spike Milligan","Spike","ACTOR"
11488,"tm70993","George Harrison","Mr. Papadopolous (uncredited)","ACTOR"
11475,"tm70993","Terry Jones","","DIRECTOR"
1700,"tm190788","Ellen Burstyn","Chris MacNeil","ACTOR"
14440,"tm190788","Linda Blair","Regan Teresa MacNeil","ACTOR"
3288,"tm190788","Max von Sydow","Father Lankester Merrin","ACTOR"
8032,"tm190788","Lee J. Cobb","Lt. William F. Kinderman","ACTOR"
14442,"tm190788","Kitty Winn","Sharon Spencer","ACTOR"
14444,"tm190788","Jack MacGowran","Burke Dennings","ACTOR"
14441,"tm190788","Jason Miller","Father Damien Karras","ACTOR"
14443,"tm190788","William O'Malley","Father Joseph Dyer","ACTOR"
14445,"tm190788","Barton Heyman","Dr. Samuel Klein","ACTOR"
14446,"tm190788","Peter Masterson","Dr. Barringer","ACTOR"
14447,"tm190788","Rudolf Schündler","Karl","ACTOR"
520251,"tm190788","Gina Petrushka","Willi","ACTOR"
14448,"tm190788","Robert Symonds","Dr. Taney","ACTOR"
518372,"tm190788","Arthur Storch","Psychiatrist","ACTOR"
450171,"tm190788","Thomas Bermingham","Tom","ACTOR"
1022050,"tm190788","Vasiliki Maliaros","Mary Karras","ACTOR"
14449,"tm190788","Titos Vandis","Uncle John","ACTOR"
14622,"tm190788","John Mahon","Language Lab Director","ACTOR"
525566,"tm190788","Wallace Rooney","Bishop Michael","ACTOR"
50859,"tm190788","Ron Faber","Chuck / Demon (voice)","ACTOR"
7101,"tm190788","Donna Mitchell","Mary Jo Perrin","ACTOR"
49762,"tm190788","Roy Cooper","Jesuit Dean","ACTOR"
176,"tm190788","Robert Gerringer","Senator at Party","ACTOR"
14450,"tm190788","Mercedes McCambridge","Demon (voice)","ACTOR"
1171700,"tm190788","Paul Bateson","Radiologist's Assistant (uncredited)","ACTOR"
1171801,"tm190788","Elinore Blair","Nurse (uncredited)","ACTOR"
14452,"tm190788","William Peter Blatty","The Producer (uncredited)","ACTOR"
82422,"tm190788","Mary Boylan","First Mental Patient (uncredited)","ACTOR"
554384,"tm190788","Mason Curry","Doctor (voice) (uncredited)","ACTOR"
920339,"tm190788","Toni Darnay","Violent psychotic patient (uncredited)","ACTOR"
14451,"tm190788","Eileen Dietz","Demon / Regan Double (uncredited)","ACTOR"
1171714,"tm190788","Joanne Dusseau","Senator's Wife (uncredited)","ACTOR"
1031264,"tm190788","Bernard Eismann","Minor Role (uncredited)","ACTOR"
1171814,"tm190788","Beatrice Hunter","Minor Role (uncredited)","ACTOR"
897392,"tm190788","Yvonne Jones","Bellevue Nurse (uncredited)","ACTOR"
1171936,"tm190788","Don LaBonte","Minor Role (uncredited)","ACTOR"
1171750,"tm190788","Barton Lane","Angiography Doctor (uncredited)","ACTOR"
1171752,"tm190788","Ann Miles","Spiderwalk (uncredited)","ACTOR"
1171860,"tm190788","John Nicola","Priest (uncredited)","ACTOR"
1171760,"tm190788","Vincent Russell","Subway Vagrant (uncredited)","ACTOR"
1171764,"tm190788","Gerard F. Yates","Priest Singing Around Piano at Party (uncredited)","ACTOR"
14255,"tm190788","William Friedkin","","DIRECTOR"
6050,"tm14873","Clint Eastwood","Harry","ACTOR"
74499,"tm14873","Harry Guardino","Bressler","ACTOR"
24045,"tm14873","Reni Santoni","Chico","ACTOR"
29250,"tm14873","John Vernon","The Mayor","ACTOR"
29225,"tm14873","Andrew Robinson","Killer","ACTOR"
63141,"tm14873","John Larch","Chief","ACTOR"
28420,"tm14873","John Mitchum","De Georgio","ACTOR"
83026,"tm14873","Mae Mercer","Mrs. Russell","ACTOR"
83027,"tm14873","Lyn Edgington","Norma","ACTOR"
83028,"tm14873","Ruth Kobart","Bus Driver","ACTOR"
29253,"tm14873","Woodrow Parfrey","Mr. Jaffe","ACTOR"
7250,"tm14873","Josef Sommer","Rothko","ACTOR"
83029,"tm14873","William Paterson","Bannerman","ACTOR"
44085,"tm14873","James Nolan","Liquor Proprietor","ACTOR"
28418,"tm14873","Maurice Argent","Sid Kleinman","ACTOR"
83030,"tm14873","Jo De Winter","Miss Willis","ACTOR"
642080,"tm14873","Craig Kelly","Sgt. Reineke","ACTOR"
24203,"tm14873","Albert Popwell","Bank Robber (uncredited)","ACTOR"
83031,"tm14873","Joy Carlin","Communications Secretary (uncredited)","ACTOR"
83032,"tm14873","Bill Couch","Suicide Jumper (uncredited)","ACTOR"
83033,"tm14873","Diana Davidson","Swimmer (uncredited)","ACTOR"
6848,"tm14873","Vince Deadrick Sr.","Pedestrian (uncredited)","ACTOR"
83034,"tm14873","Chuck Dorsett","TV Watcher (uncredited)","ACTOR"
83035,"tm14873","Al Dunlap","Man in Jaffe's Cafe (uncredited)","ACTOR"
83036,"tm14873","Larry Duran","(uncredited)","ACTOR"
63147,"tm14873","George Fargo","Homicide Detective (uncredited)","ACTOR"
83037,"tm14873","Lois Foraker","Hot Mary (uncredited)","ACTOR"
29725,"tm14873","Max Gail","Tunnel Hoodlum (uncredited)","ACTOR"
19846,"tm14873","John Garber","Tunnel Hoodlum (uncredited)","ACTOR"
37760,"tm14873","Christopher Pray","Tunnel Hoodlum (uncredited)","ACTOR"
83038,"tm14873","Eddie Garrett","Policeman (uncredited)","ACTOR"
58911,"tm14873","James W. Gavin","Helicopter Pilot (uncredited)","ACTOR"
28432,"tm14873","David Gilliam","Homosexual (uncredited)","ACTOR"
83039,"tm14873","Don Haggerty","Minor Role (uncredited)","ACTOR"
83040,"tm14873","Scott Hale","Newsman (uncredited)","ACTOR"
83041,"tm14873","Kate Harper","Underwear Chick (uncredited)","ACTOR"
83042,"tm14873","Bob Harris","Man in Truck (uncredited)","ACTOR"
15562,"tm14873","Chuck Hicks","Flower Vendor (uncredited)","ACTOR"
28171,"tm14873","Raymond Johnson","Big Black Man (uncredited)","ACTOR"
58618,"tm14873","Richard Lawson","Homosexual (uncredited)","ACTOR"
83043,"tm14873","Laurie Mock","Third Nude (uncredited)","ACTOR"
83044,"tm14873","Ann Noland","Hippie Girl (uncredited)","ACTOR"
83045,"tm14873","Kathleen O'Malley","Lady in Jaffe's Cafe (uncredited)","ACTOR"
11774,"tm14873","Angela Paton","Homicide Detective (uncredited)","ACTOR"
83046,"tm14873","Victor Paul","Car Driver (uncredited)","ACTOR"
27040,"tm14873","Debralee Scott","Ann Mary Deacon (uncredited)","ACTOR"
56405,"tm14873","Don Siegel","Pedestrian Passing Harry's Car (uncredited)","ACTOR"
83047,"tm14873","Kristoffer Tabori","Hippie Guy (uncredited)","ACTOR"
357644,"tm14873","Tony Dario","Police Sergeant (uncredited)","ACTOR"
1254876,"tm14873","Marc Hertsens","Steve - Doctor (uncredited)","ACTOR"
1254791,"tm14873","Gordon Chapli","Fireman (uncredited)","ACTOR"
1254778,"tm14873","Janet Wisely","First Nude (uncredited)","ACTOR"
1255103,"tm14873","Pamela Tanimura","Bus Kid (uncredited)","ACTOR"
1254838,"tm14873","Richard Samuelson","Bus Kid (uncredited)","ACTOR"
1255106,"tm14873","Derek Jue","Bus Kid (uncredited)","ACTOR"
1255122,"tm14873","Sean Maley","Bus Kid (uncredited)","ACTOR"
1255589,"tm14873","Diane Darnell","Mayor's Secretary (uncredited)","ACTOR"
56405,"tm14873","Don Siegel","","DIRECTOR"
14989,"tm98978","Brooke Shields","Emmeline","ACTOR"
44313,"tm98978","Christopher Atkins","Richard","ACTOR"
36764,"tm98978","Leo McKern","Paddy Button","ACTOR"
30068,"tm98978","William Daniels","Arthur Lestrange","ACTOR"
80677,"tm98978","Jeffrey Kleiser","Lookout","ACTOR"
66492,"tm98978","Gus Mercurio","Officer","ACTOR"
80678,"tm98978","Elva Josephson","Young Emmeline","ACTOR"
80679,"tm98978","Glenn Kohan","Young Richard","ACTOR"
80680,"tm98978","Bradley Pryce","Little Paddy","ACTOR"
80681,"tm98978","Chad Timmerman","Infant Paddy","ACTOR"
80682,"tm98978","Gert Jacoby","Sailor","ACTOR"
80683,"tm98978","Alex Hamilton","Sailor","ACTOR"
80684,"tm98978","Richard Evanson","Sailor","ACTOR"
28692,"tm98978","Randal Kleiser","","DIRECTOR"
20837,"tm119281","Warren Beatty","Clyde Barrow","ACTOR"
17170,"tm119281","Faye Dunaway","Bonnie Parker","ACTOR"
16446,"tm119281","Michael J. Pollard","C. W. Moss","ACTOR"
15098,"tm119281","Gene Hackman","Buck Barrow","ACTOR"
22346,"tm119281","Estelle Parsons","Blanche","ACTOR"
18249,"tm119281","Denver Pyle","Frank Hamer","ACTOR"
11347,"tm119281","Dub Taylor","Ivan Moss","ACTOR"
22347,"tm119281","Evans Evans","Velma Davis","ACTOR"
22345,"tm119281","Gene Wilder","Eugene Grizzard","ACTOR"
22348,"tm119281","Mabel Cavitt","Bonnie's mother (uncredited)","ACTOR"
22349,"tm119281","Patrick Cranshaw","Bank Teller (uncredited)","ACTOR"
345491,"tm119281","Owen Bush","Policeman (uncredited)","ACTOR"
22351,"tm119281","Clyde Howdy","Deputy (uncredited)","ACTOR"
22352,"tm119281","Russ Marker","Bank Guard (uncredited)","ACTOR"
22354,"tm119281","Ann Palmer","Bonnie's Sister (uncredited)","ACTOR"
511857,"tm119281","Ken Mayer","Sheriff Smoot (uncredited)","ACTOR"
22355,"tm119281","Arthur Penn","","DIRECTOR"
26187,"tm67378","Burt Lancaster","Dolworth","ACTOR"
35196,"tm67378","Lee Marvin","Fardan","ACTOR"
24126,"tm67378","Robert Ryan","Ehrengard","ACTOR"
36499,"tm67378","Woody Strode","Jake","ACTOR"
16444,"tm67378","Jack Palance","Jesus Raza","ACTOR"
16488,"tm67378","Claudia Cardinale","Maria","ACTOR"
12463,"tm67378","Ralph Bellamy","Grant","ACTOR"
62767,"tm67378","Joe De Santis","Ortega","ACTOR"
62768,"tm67378","Rafael Bertrand","Fierro","ACTOR"
62769,"tm67378","Jorge Martínez de Hoyos","Padilla","ACTOR"
62770,"tm67378","Marie Gomez","Chiquita","ACTOR"
57746,"tm67378","José Chávez","Revolutionary","ACTOR"
127918,"tm67378","Carlos Romero","Revolutionary","ACTOR"
23699,"tm67378","Vaughn Taylor","Banker","ACTOR"
534965,"tm67378","Elizabeth Campbell","Mexican Girl (uncredited)","ACTOR"
1461646,"tm67378","Don Carlos","Bandit (uncredited)","ACTOR"
58919,"tm67378","Leigh Chapman","Lady (uncredited)","ACTOR"
80218,"tm67378","Roberto Contreras","Bandit (uncredited)","ACTOR"
2209884,"tm67378","Dirk Evans","Man at Door (uncredited)","ACTOR"
539684,"tm67378","Darwin Lamb","Hooper (uncredited)","ACTOR"
227842,"tm67378","Eddie Little Sky","Jake's Prisoner (uncredited)","ACTOR"
2209736,"tm67378","John Lopez","Mexican Servant (uncredited)","ACTOR"
101889,"tm67378","John McKee","Sheriff (uncredited)","ACTOR"
534354,"tm67378","Philip L. Parslow","Deputy Sheriff (uncredited)","ACTOR"
650832,"tm67378","Ron Veto","Mexican Soldier (uncredited)","ACTOR"
23705,"tm67378","Richard Brooks","","DIRECTOR"
26761,"tm69778","Yasuo Yamada","Arsene Lupin III (voice)","ACTOR"
26762,"tm69778","Eiko Masuyama","Fujiko Mine (voice)","ACTOR"
26764,"tm69778","Kiyoshi Kobayashi","Daisuke Jigen (voice)","ACTOR"
26765,"tm69778","Gorō Naya","Inspector Zenigata (voice)","ACTOR"
26766,"tm69778","Sumi Shimamoto","Lady Clarisse de Cagliostro (voice)","ACTOR"
26767,"tm69778","Tarô Ishida","Count Cagliostro (voice)","ACTOR"
26769,"tm69778","Akio Nojima","Japanese Delegate (voice)","ACTOR"
26768,"tm69778","Eken Mine","Archbishop's Driver (voice)","ACTOR"
26770,"tm69778","Ichirō Nagai","Jodo (voice)","ACTOR"
26771,"tm69778","Junkichi Yarita","Soviet Delegate (voice)","ACTOR"
26772,"tm69778","Kinpei Azusa","Archbishop (voice)","ACTOR"
26773,"tm69778","Kōhei Miyauchi","Gardener (voice)","ACTOR"
26774,"tm69778","Mikio Terashima","German Delegate (voice)","ACTOR"
26775,"tm69778","Minoru Midorikawa","Servant (voice)","ACTOR"
25342,"tm69778","Osamu Saka","British Delegate (voice)","ACTOR"
26776,"tm69778","Shigeharu Matsuda","Saitama Riot Police Captain (voice)","ACTOR"
26778,"tm69778","Shozo Hirabayashi","Interpol Chief (voice)","ACTOR"
26777,"tm69778","Tadamichi Tsuneizumi","Gustav (voice)","ACTOR"
26779,"tm69778","Yoko Yamaoka","Waitress (voice)","ACTOR"
94767,"tm69778","Makio Inoue","Goemon Ishikawa XIII (voice)","ACTOR"
26781,"tm69778","Hayao Miyazaki","","DIRECTOR"
25707,"tm69997","Richard Pryor","Himself","ACTOR"
191724,"tm69997","Jennifer Lee Pryor","Herself (uncredited)","ACTOR"
65063,"tm69997","Jeff Margolis","","DIRECTOR"
6982,"tm96649","David Carradine","Cole Younger","ACTOR"
10532,"tm96649","Keith Carradine","Jim Younger","ACTOR"
31443,"tm96649","Robert Carradine","Bob Younger","ACTOR"
16990,"tm96649","James Keach","Jesse James","ACTOR"
5314,"tm96649","Stacy Keach","Frank James","ACTOR"
8364,"tm96649","Dennis Quaid","Ed Miller","ACTOR"
4700,"tm96649","Randy Quaid","Clell Miller","ACTOR"
103549,"tm96649","Kevin Brophy","John Younger","ACTOR"
11346,"tm96649","Harry Carey, Jr.","George Arthur","ACTOR"
11173,"tm96649","Christopher Guest","Charlie Ford","ACTOR"
6802,"tm96649","Nicholas Guest","Bob Ford","ACTOR"
103550,"tm96649","Shelby Leverington","Annie Ralston","ACTOR"
23528,"tm96649","Felice Orlandi","Mr. Reddick","ACTOR"
37723,"tm96649","Pamela Reed","Belle Starr","ACTOR"
7551,"tm96649","James Remar","Sam Starr","ACTOR"
30449,"tm96649","Fran Ryan","Mrs. Samuel","ACTOR"
464614,"tm96649","Savannah Smith Boucher","Zee","ACTOR"
499165,"tm96649","Amy Stryker","Beth","ACTOR"
236701,"tm96649","James Whitmore Jr.","Mr. Rixley","ACTOR"
103745,"tm96649","John Bottoms","Mortician","ACTOR"
510469,"tm96649","West Buchanan","McCorkindale","ACTOR"
16449,"tm96649","Edward Bunker","Chadwell","ACTOR"
510971,"tm96649","Martina Deignan","Shirley Biggs","ACTOR"
14610,"tm96649","Allan Graf","Bank Customer Graf","ACTOR"
2429,"tm96649","Chris Mulkey","Vernon Biggs","ACTOR"
1516234,"tm96649","Thomas Myers","Gallatin Bank Cashier","ACTOR"
2081617,"tm96649","Marlise Karlin","Wilhelmina","ACTOR"
477781,"tm96649","Glenn Robards","Doctor","ACTOR"
477969,"tm96649","Tim Rossovich","Pitts","ACTOR"
12578,"tm96649","Lin Shaye","Kate","ACTOR"
495571,"tm96649","Gary Watkins","Bank Teller Heywood","ACTOR"
15955,"tm96649","Peter Jason","The Pinkertons","ACTOR"
51314,"tm96649","Duke Stroud","The Pinkertons","ACTOR"
10505,"tm96649","Steven Chambers","The Pinkertons","ACTOR"
33594,"tm96649","William Traylor","The Pinkertons","ACTOR"
20123,"tm96649","J. Don Ferguson","Preacher","ACTOR"
2081747,"tm96649","Hugh McGraw","Singer","ACTOR"
1780983,"tm96649","Prentiss Rowe","Sheriff Rowe","ACTOR"
2081774,"tm96649","Stuart Mossman","Engineer","ACTOR"
948516,"tm96649","Michael Lackey","Gustavson","ACTOR"
2081848,"tm96649","Mitch Greenhill","Guitarist","ACTOR"
76226,"tm96649","Bill Bryson","Banjo Player","ACTOR"
2081927,"tm96649","Tom Sauber","Fiddle Player","ACTOR"
1739250,"tm96649","Jimmy Medearis","Farmer","ACTOR"
2081675,"tm96649","Edgar McLeod","Photographer","ACTOR"
12108,"tm96649","Luis Contreras","Man at the Bar","ACTOR"
434506,"tm96649","Kalen Keach","Little Jesse","ACTOR"
2081881,"tm96649","R.B. Thrift","Archie Samuel","ACTOR"
31821,"tm96649","Ry Cooder","Wedding Band Guitar Player (uncredited)","ACTOR"
863658,"tm96649","George D. Miklos","Clogger (uncredited)","ACTOR"
352662,"tm96649","Bill Rampley","Cowboy / Posse (uncredited)","ACTOR"
5104,"tm96649","Walter Hill","","DIRECTOR"
25056,"tm16479","Bing Crosby","Bob Wallace","ACTOR"
60326,"tm16479","Danny Kaye","Phil Davis","ACTOR"
74992,"tm16479","Rosemary Clooney","Betty Haynes","ACTOR"
74993,"tm16479","Vera-Ellen","Judy Haynes","ACTOR"
41874,"tm16479","Dean Jagger","General Waverly","ACTOR"
27535,"tm16479","Mary Wickes","Emma Allen","ACTOR"
74994,"tm16479","John Brascia","John","ACTOR"
74995,"tm16479","Anne Whitfield","Susan Waverly","ACTOR"
74996,"tm16479","Bea Allen","Dancer (uncredited)","ACTOR"
36157,"tm16479","Frank Baker","Anniversary Party Guest (uncredited)","ACTOR"
74997,"tm16479","Glen Cargyle","Jeep Driver (uncredited)","ACTOR"
25098,"tm16479","George Chakiris","Dancer (uncredited)","ACTOR"
100934,"tm16479","Barrie Chase","Doris Lenz (uncredited)","ACTOR"
1023889,"tm16479","Lorinne Crawford","Rita (uncredited)","ACTOR"
22477,"tm16479","Franklyn Farnum","Club Patron (uncredited)","ACTOR"
14166,"tm16479","Bess Flowers","Club Patron (uncredited)","ACTOR"
36504,"tm16479","Gavin Gordon","General Carlton (uncredited)","ACTOR"
422099,"tm16479","Johnny Grant","Ed Harrison (uncredited)","ACTOR"
57838,"tm16479","Percy Helton","Train Conductor (uncredited)","ACTOR"
88997,"tm16479","I. Stanford Jolley","Station Master (uncredited)","ACTOR"
45687,"tm16479","Sig Ruman","Landlord (uncredited)","ACTOR"
132394,"tm16479","Grady Sutton","Mr. Herring (uncredited)","ACTOR"
71905,"tm16479","Herb Vigran","Novello (uncredited)","ACTOR"
498631,"tm16479","Robert Crosson","Albert (uncredited)","ACTOR"
14797,"tm16479","Michael Curtiz","","DIRECTOR"
173189,"tm135083","Farid Shawqi","Abu Siri","ACTOR"
530033,"tm135083","Hind Rostom","Hanuma","ACTOR"
173191,"tm135083","Youssef Chahine","Qinawi","ACTOR"
1321002,"tm135083","Hassan el Baroudi","Madbouli","ACTOR"
557165,"tm135083","Abdel Aziz Khalil","Abu Gaber","ACTOR"
557166,"tm135083","Said Khalil","Jadallah","ACTOR"
557167,"tm135083","Abdel Ghani Nagdi","Sa'idi traveller","ACTOR"
557168,"tm135083","Loutfi El Hakim","","ACTOR"
557169,"tm135083","Abdel Hamid Bodaoha","Shawish Hassanein","ACTOR"
557170,"tm135083","F. El Demerdache","","ACTOR"
557171,"tm135083","Said El Araby","","ACTOR"
538017,"tm135083","Ahmed Abaza","Mansour","ACTOR"
557172,"tm135083","Hana Abdel Fattah","","ACTOR"
557173,"tm135083","Safia Sarwat","","ACTOR"
557178,"tm135083","Asaad Kellada","(as Assaad Kellada)","ACTOR"
555008,"tm135083","Naima Wasfy","Hallawatim","ACTOR"
1521416,"tm135083","Sherine","","ACTOR"
1521414,"tm135083","Soheir","","ACTOR"
1321149,"tm135083","Esmat Mahmoud","","ACTOR"
1521441,"tm135083","Nawal Morsi","","ACTOR"
1521413,"tm135083","Gharib Moawad","","ACTOR"
1521412,"tm135083","Mohamed Mazhar","","ACTOR"
1521534,"tm135083","Galal Issa","","ACTOR"
1521409,"tm135083","Mahrous El Garhi","","ACTOR"
1521506,"tm135083","Ahmed El Tantawi","","ACTOR"
1521407,"tm135083","S. Abdel Aziz","","ACTOR"
225932,"tm135083","Nadia Lotfi","","ACTOR"
2342528,"tm135083","Safia Tharwat","Halawethom","ACTOR"
173191,"tm135083","Youssef Chahine","","DIRECTOR"
218173,"tm89386","Gert Westphal","Narrator (voice)","ACTOR"
2069,"tm89386","Adolf Hitler","Self (archive footage)","ACTOR"
41187,"tm89386","Joachim Fest","","DIRECTOR"
553375,"tm27298","Ahmad Mazhar","Saladin","ACTOR"
225932,"tm27298","Nadia Lotfi","Louisa de Lusignan","ACTOR"
215296,"tm27298","Salah Zulfikar","Issa (The Swimmer)","ACTOR"
558944,"tm27298","Leila Fawzi","Virginia, Princess of Kerak","ACTOR"
520600,"tm27298","Hamdy Gheith","King Richard","ACTOR"
381250,"tm27298","Laila Taher","Queen Berengaria","ACTOR"
471620,"tm27298","Omar El-Hariri","King Philip of France","ACTOR"
152472,"tm27298","Husain Reyadh","","ACTOR"
530826,"tm27298","Mahmoud el-Meliguy","Conrad, Marquis of Montferrat","ACTOR"
576037,"tm27298","Zaki Toleimat","Duke Arthur","ACTOR"
498370,"tm27298","Tewfik El Dekn","Prince of Akka","ACTOR"
899933,"tm27298","Mohamed Hamdy","","ACTOR"
1533795,"tm27298","Mohamed Sultan","","ACTOR"
1533801,"tm27298","Mohamed Abdel Gawad","","ACTOR"
1533807,"tm27298","Sami Loutfi","","ACTOR"
2172269,"tm27298","Ibrahim Emara","","ACTOR"
546021,"tm27298","Ahmed Louxor","","ACTOR"
500657,"tm27298","Salah Nazmi","","ACTOR"
173191,"tm27298","Youssef Chahine","","DIRECTOR"
15793,"tm204541","Omar Sharif","Ragab","ACTOR"
225931,"tm204541","Faten Hamamah","Hamedah","ACTOR"
225933,"tm204541","Ahmed Ramzy","Mamdouh","ACTOR"
498370,"tm204541","Tewfik El Dekn","Ezzat","ACTOR"
560735,"tm204541","Ferdoos Mohammed","Ragab's Mother","ACTOR"
152472,"tm204541","Husain Reyadh","Mamdouh's father","ACTOR"
173191,"tm204541","Youssef Chahine","","DIRECTOR"
173189,"tm14350","Farid Shawqi","Mohsen's Father","ACTOR"
530826,"tm14350","Mahmoud el-Meliguy","Qadry","ACTOR"
216804,"tm14350","Ezzat El Alaili","Shaker","ACTOR"
538123,"tm14350","Youssef Wahby","Souril","ACTOR"
537218,"tm14350","Yehia Chahine","","ACTOR"
558944,"tm14350","Leila Fawzi","","ACTOR"
