"person_id","id","name","character","role"
287679,"tm187187","Ryan Todd","Andrew Slater","ACTOR"
1145818,"tm187187","Apollo Dukakis","Polonius","ACTOR"
279468,"tm187187","Patrick Flanagan","Punk","ACTOR"
669255,"tm187187","Donald C. Llorens","Monoghan","ACTOR"
14627,"tm187187","Michael Chieffo","Monroe","ACTOR"
87744,"tm187187","Mike Muscat","Cop in L.A. Station","ACTOR"
43722,"tm187187","John P. Finnegan","Watch Commander","ACTOR"
458443,"tm187187","Bobbie Brown","Video Babe","ACTOR"
36612,"tm187187","Angie Everhart","Video Babe","ACTOR"
1371719,"tm187187","Jeffrey Braer","Skeezy","ACTOR"
4358,"tm187187","Anthony Peck","Cop at Ex-Wife's House","ACTOR"
1552844,"tm187187","Anna Navarro","Cop in Station","ACTOR"
467434,"tm187187","Dex Elliott Sanders","Mitchell","ACTOR"
90497,"tm187187","Nick Dimitri","Funeral Doctor","ACTOR"
6457,"tm187187","Sven-Ole Thorsen","Gunman","ACTOR"
4361,"tm187187","Rick Ducommun","Ripper's Agent","ACTOR"
458115,"tm187187","Wendle Josepher","Candy Girl","ACTOR"
21057,"tm187187","Michael V. Gazzo","Torelli","ACTOR"
7953,"tm187187","Lee Reherman","Krause","ACTOR"
464020,"tm187187","R.C. Bates","Rabbi","ACTOR"
3039,"tm187187","Colleen Camp","Ratcliff","ACTOR"
1145977,"tm187187","Donna Borghoff","Tammy, Hell's Kitchen Hooker","ACTOR"
1145849,"tm187187","John McTiernan Sr.","Cigar Stand Man","ACTOR"
1145857,"tm187187","Tiffany Lynne Puhy","Autograph Seeker","ACTOR"
8998,"tm187187","Jean-Claude Van Damme","Jean-Claude Van Damme (uncredited)","ACTOR"
7206,"tm187187","Danny DeVito","Whiskers (voice) (uncredited)","ACTOR"
4354,"tm187187","Al Leong","Vivaldi Gunmen (uncredited)","ACTOR"
79916,"tm187187","Matt Johnston","Vivaldi Gunmen (uncredited)","ACTOR"
3342,"tm187187","Thomas Rosales Jr.","Vivaldi Henchman (uncredited)","ACTOR"
19342,"tm187187","Peter Kent","Maitre D' (uncredited)","ACTOR"
4381,"tm187187","John McTiernan","","DIRECTOR"
26630,"tm121879","Craig Sheffer","Norman Maclean","ACTOR"
2929,"tm121879","Brad Pitt","Paul Maclean","ACTOR"
14659,"tm121879","Tom Skerritt","Rev. Maclean","ACTOR"
10003,"tm121879","Brenda Blethyn","Mrs. Maclean","ACTOR"
6783,"tm121879","Edie McClurg","Mrs. Burns","ACTOR"
80647,"tm121879","Stephen Shellen","Neal Burns","ACTOR"
84443,"tm121879","Vann Gravage","Young Paul","ACTOR"
80150,"tm121879","Susan Traylor","Rawhide","ACTOR"
9490,"tm121879","Nicole Burdette","Mabel","ACTOR"
84444,"tm121879","Emily Lloyd","Jessie Burns","ACTOR"
2020,"tm121879","William Hootkins","Murphy","ACTOR"
3010,"tm121879","Joseph Gordon-Levitt","Young Norman","ACTOR"
11605,"tm121879","Robert Redford","Narrator (Uncredited)","ACTOR"
11605,"tm121879","Robert Redford","","DIRECTOR"
5937,"tm44402","Winona Ryder","Susanna Kaysen","ACTOR"
5108,"tm44402","Angelina Jolie","Lisa Rowe","ACTOR"
5260,"tm44402","Brittany Murphy","Daisy Randone","ACTOR"
23952,"tm44402","Clea DuVall","Georgina Tuskin","ACTOR"
23953,"tm44402","Elisabeth Moss","Polly Clark","ACTOR"
6640,"tm44402","Whoopi Goldberg","Valerie Owens","ACTOR"
1391,"tm44402","Vanessa Redgrave","Dr. Wick","ACTOR"
2931,"tm44402","Jared Leto","Toby","ACTOR"
9736,"tm44402","Jeffrey Tambor","Dr. Melvin Potts","ACTOR"
23958,"tm44402","Travis Fine","Nurse John","ACTOR"
23954,"tm44402","Angela Bettis","Janet Webber","ACTOR"
23955,"tm44402","Jillian Armenante","Cynthia Crowley","ACTOR"
23956,"tm44402","Drucie McDaniel","M.G.","ACTOR"
23957,"tm44402","Christina Myers","Nurse Margie","ACTOR"
3760,"tm44402","Mary Kay Place","Barbara Gilcrest","ACTOR"
7288,"tm44402","KaDee Strickland","Bonnie Gilcrest","ACTOR"
83871,"tm44402","Misha Collins","Tony","ACTOR"
9538,"tm44402","Kurtwood Smith","Dr. Crumble","ACTOR"
684201,"tm44402","David Scott Taylor","Cabby Monty Hoover","ACTOR"
63708,"tm44402","Joanna Kerns","Annette","ACTOR"
1441828,"tm44402","Janet Greer","ER Nurse","ACTOR"
1441687,"tm44402","Katie Rimmer","Tiffany","ACTOR"
18526,"tm44402","James Mangold","","DIRECTOR"
78718,"ts22489","R.L. Stine","Host","ACTOR"
58215,"ts21034","Kappei Yamaguchi","InuYasha (voice)","ACTOR"
434,"ts21034","Satsuki Yukino","Kagome Higurashi (voice)","ACTOR"
115792,"ts21034","Yasunao Aoki","","DIRECTOR"
200167,"ts21034","Masashi Ikeda","","DIRECTOR"
9198,"tm53419","Al Pacino","Tony D'Amato","ACTOR"
5659,"tm53419","Cameron Diaz","Christina Pagniacci","ACTOR"
8976,"tm53419","Jamie Foxx","Willie Beamen","ACTOR"
8364,"tm53419","Dennis Quaid","Jack 'Cap' Rooney","ACTOR"
12171,"tm53419","James Woods","Dr. Harvey Mandrake","ACTOR"
9783,"tm53419","LL Cool J","Julian Washington","ACTOR"
9118,"tm53419","Aaron Eckhart","Nick Crozier","ACTOR"
11091,"tm53419","Matthew Modine","Dr. Ollie Powers","ACTOR"
14351,"tm53419","Jim Brown","Montezuma Monroe","ACTOR"
6328,"tm53419","Lauren Holly","Cindy Rooney","ACTOR"
22885,"tm53419","Lawrence Taylor","Luther 'Shark' Lavay","ACTOR"
26313,"tm53419","Bill Bellamy","Jimmy Sanderson","ACTOR"
1231,"tm53419","John C. McGinley","Jack Rose","ACTOR"
13649,"tm53419","Andrew Bryniarski","Patrick 'Madman' Kelly","ACTOR"
21651,"tm53419","Ann-Margret","Margaret Pagniacci","ACTOR"
22423,"tm53419","Duane Martin","Willie's Agent","ACTOR"
26314,"tm53419","Lela Rochon","Vanessa Struthers","ACTOR"
11092,"tm53419","Ron Madoff","Assistant Coach","ACTOR"
26315,"tm53419","Elizabeth Berkley","Mandy Murphy","ACTOR"
12182,"tm53419","Charlton Heston","Commissioner","ACTOR"
80981,"tm53419","Delia Sheppard","Party Girl","ACTOR"
468896,"tm53419","Mary Fanaro","Player's Wife","ACTOR"
37863,"tm53419","James Karen","Christina's Advisor","ACTOR"
87415,"tm53419","Gianni Russo","Christina's Advisor","ACTOR"
244734,"tm53419","Clifton Davis","Mayor Tyrone Smalls","ACTOR"
616420,"tm53419","John Daniel","Suitor in Christina's Box","ACTOR"
616393,"tm53419","Patrick O'Hara","Tyler Cherubini","ACTOR"
616392,"tm53419","Jerry A. Sharp","McKenna","ACTOR"
476208,"tm53419","Marty Wright","Beastman","ACTOR"
616389,"tm53419","Mazio Royster","Wide Receiver","ACTOR"
616316,"tm53419","Todd Smith","Wide Receiver","ACTOR"
454204,"tm53419","Jamie Williams","Tight End","ACTOR"
3427,"tm53419","Craig Thomson","Tight End","ACTOR"
616309,"tm53419","Greg Orvis","Tight End","ACTOR"
616410,"tm53419","Bjorn Nittmo","Kicker","ACTOR"
616408,"tm53419","Matt Martinez","Sharks Fullback","ACTOR"
616406,"tm53419","Pete Ohnegian","Sharks Center","ACTOR"
616386,"tm53419","Robert L. Goff","Additional Player","ACTOR"
616384,"tm53419","Skip McClendon","Additional Player","ACTOR"
616382,"tm53419","Derrick Lassic","Additional Player","ACTOR"
616377,"tm53419","Eric Miller","Additional Player","ACTOR"
769984,"tm53419","Kevin Reid","Additional Player","ACTOR"
13763,"tm53419","Oliver Stone","Tug Kowalski - TV Announcer #1","ACTOR"
616376,"tm53419","Phil Latzman","Kevin Branson - TV Announcer #2","ACTOR"
727007,"tm53419","Barry Switzer","Dallas Announcer","ACTOR"
616374,"tm53419","Mark Robert Ellis","Quarterback Coach","ACTOR"
616373,"tm53419","Joseph A. Wilson","Shark Coach","ACTOR"
230559,"tm53419","Margaret Betts","Mayor's Aide","ACTOR"
616370,"tm53419","Antares Davis","Mayor's P.R. Woman","ACTOR"
616359,"tm53419","Liz Petterson","Society Lady at Mayor's Party","ACTOR"
122555,"tm53419","Lester Speight","Shark's Security Guard","ACTOR"
616357,"tm53419","Kirsten Krueger","Player's Wife","ACTOR"
51526,"tm53419","Joanna Theobalds","Player's Wife","ACTOR"
616378,"tm53419","Tonya Oliver","Player's Wife","ACTOR"
616321,"tm53419","Amy Dorris","Player's Wife","ACTOR"
616348,"tm53419","Sarah Penman","Player's Wife","ACTOR"
616362,"tm53419","Kathy Alzado Murray","Player's Wife","ACTOR"
616360,"tm53419","Sacha Voski","Player's Wife","ACTOR"
209180,"tm53419","Nikki Novak","Player's Wife","ACTOR"
185466,"tm53419","Michelle Bernard","Player's Wife","ACTOR"
616343,"tm53419","Lisa Ann Phillips","Player's Wife","ACTOR"
616339,"tm53419","Catherine Stone","Player's Wife","ACTOR"
616335,"tm53419","Carin Abnathy","Player's Wife","ACTOR"
616331,"tm53419","Micah West","Madman's Wife","ACTOR"
616354,"tm53419","Christy Tummond","Dr. Mandrake's Girlfriend","ACTOR"
91056,"tm53419","Terrell Owens","Himself","ACTOR"
769974,"tm53419","Irving Fryar","Himself","ACTOR"
770123,"tm53419","Joe Schmidt","Himself","ACTOR"
769987,"tm53419","Tyler Cravens","Shark Trainer","ACTOR"
139567,"tm53419","Eva Tamargo","Tunnel Reporter - Game 3","ACTOR"
770127,"tm53419","Tucker Brown","Tunnel Reporter - Game 3","ACTOR"
207714,"tm53419","Rick Johnson","Dallas Quarterback","ACTOR"
2050390,"tm53419","Nichole Robinson","","ACTOR"
1605908,"tm53419","Dita de Leon","Party Girl","ACTOR"
14610,"tm53419","Allan Graf","Referee","ACTOR"
13763,"tm53419","Oliver Stone","","DIRECTOR"
106585,"tm189764","Tyrin Turner","Caine 'Kaydee' Lawson","ACTOR"
30934,"tm189764","Larenz Tate","Kevin 'O-Dog'","ACTOR"
7558,"tm189764","Glenn Plummer","Pernell","ACTOR"
916,"tm189764","Jada Pinkett Smith","Ronnie","ACTOR"
1852,"tm189764","Samuel L. Jackson","Tat Lawson","ACTOR"
106586,"tm189764","June Kyoto Lu","Grocery Store Woman","ACTOR"
13969,"tm189764","Toshi Toda","Grocery Store Man","ACTOR"
79048,"tm189764","Reginald Ballard","Clyde","ACTOR"
55638,"tm189764","Khandi Alexander","Karen Lawson","ACTOR"
106587,"tm189764","Jullian Roy Doster","Anthony","ACTOR"
22387,"tm189764","Brandon Hammond","Five Year Old Caine","ACTOR"
819987,"tm189764","Eugene Lee","Man #1","ACTOR"
1244,"tm189764","James Pickens Jr.","Man #2","ACTOR"
462337,"tm189764","Nancy Cheryll Davis","Teacher","ACTOR"
216292,"tm189764","Marilyn Coleman","Grandmama","ACTOR"
7777,"tm189764","Arnold Johnson","Grandpapa","ACTOR"
828148,"tm189764","Saafir","Harold Lawson","ACTOR"
828150,"tm189764","Pooh Man","Doc","ACTOR"
437333,"tm189764","MC Eiht","A-Wax","ACTOR"
449886,"tm189764","Vonte Sweet","Sharif","ACTOR"
17472,"tm189764","Ryan Williams","Stacy","ACTOR"
828147,"tm189764","Cynthia Calhoun","Jackee","ACTOR"
828139,"tm189764","Garen Holman","Junior","ACTOR"
828026,"tm189764","Joy Matthews","Nurse #1","ACTOR"
37673,"tm189764","Clifton Powell","Chauncy","ACTOR"
339363,"tm189764","Too $hort","Lew-Loc","ACTOR"
102778,"tm189764","Christopher M. Brown","Lloyd","ACTOR"
84147,"tm189764","Stacy Arnell","Deena","ACTOR"
446522,"tm189764","Dwayne L. Barnes","Basehead","ACTOR"
828025,"tm189764","Ian Davids","Insurance Man (as Dave Kirsch)","ACTOR"
828021,"tm189764","Alvin Mears","K-9 Police Officer","ACTOR"
30469,"tm189764","Bill Duke","Detective","ACTOR"
828023,"tm189764","Robert Gonzales","Car Dealer","ACTOR"
828017,"tm189764","Martin Davis","Car-Jack Victim","ACTOR"
467690,"tm189764","Erin Wiley Sands","Ilena","ACTOR"
17347,"tm189764","Charles S. Dutton","Mr. Butler","ACTOR"
828022,"tm189764","Charles J. Grube","Officer Fassel","ACTOR"
45294,"tm189764","Rolando Molina","Vato #1","ACTOR"
7375,"tm189764","Clifton Collins Jr.","Vato #2","ACTOR"
610430,"tm189764","Tony Valentino","Vato #3","ACTOR"
62104,"tm189764","Samuel Monroe Jr.","Ilena's Cousin","ACTOR"
954250,"tm189764","Daniel Villarreal","Vato #4","ACTOR"
1027765,"tm189764","Yolanda Whittaker","Girl at Party","ACTOR"
93085,"tm189764","Anthony Johnson","Tony","ACTOR"
52010,"tm189764","Albert Hughes","","DIRECTOR"
24502,"tm189764","Allen Hughes","","DIRECTOR"
931,"tm9323","Antonio Banderas","El Mariachi","ACTOR"
823,"tm9323","Salma Hayek","Carolina","ACTOR"
26366,"tm9323","Joaquim de Almeida","Bucho","ACTOR"
5145,"tm9323","Steve Buscemi","Buscemi","ACTOR"
8699,"tm9323","Cheech Marin","Short Bartender","ACTOR"
26323,"tm9323","Carlos Gómez","Right Hand","ACTOR"
2266,"tm9323","Quentin Tarantino","Pick-Up Guy","ACTOR"
598555,"tm9323","Tito Larriva","Tavo","ACTOR"
90341,"tm9323","Angel Aviles","Zamira","ACTOR"
8711,"tm9323","Danny Trejo","Navajas","ACTOR"
63848,"tm9323","Abraham Verduzco","Niño","ACTOR"
35844,"tm9323","Carlos Gallardo","Campa","ACTOR"
90342,"tm9323","Albert Michel Jr.","Quino","ACTOR"
90343,"tm9323","David Alvarado","Buddy","ACTOR"
29791,"tm9323","Angela Lanza","Tourist Girl","ACTOR"
13735,"tm9323","Mike Moroff","Shrug","ACTOR"
141740,"tm9323","Robert Arevalo","Opponent","ACTOR"
224603,"tm9323","Gerardo Moscoso","Priest","ACTOR"
35846,"tm9323","Peter Marquardt","Moco","ACTOR"
1409908,"tm9323","Consuelo Gómez","Domino","ACTOR"
35845,"tm9323","Jaime de Hoyos","Bigoton","ACTOR"
89513,"tm9323","Cristos","Cristos","ACTOR"
763383,"tm9323","Richie Gaona","Case Opener","ACTOR"
89332,"tm9323","Tommy Nix","Fighting Barfly","ACTOR"
5319,"tm9323","Patricia Vonne","Bar Girl","ACTOR"
77921,"tm9323","Elizabeth Rodriguez","Mariachi Fan","ACTOR"
1258221,"tm9323","Mark Dalton","Fighting Barfly","ACTOR"
31374,"tm9323","Julio Oscar Mechoso","Le conseiller","ACTOR"
5268,"tm9323","Robert Rodriguez","","DIRECTOR"
931,"tm46173","Antonio Banderas","Alejandro Murrieta / Zorro","ACTOR"
1576,"tm46173","Anthony Hopkins","Don Diego de la Vega / Zorro","ACTOR"
13602,"tm46173","Catherine Zeta-Jones","Elena Montero / Elena Murrieta","ACTOR"
13603,"tm46173","Stuart Wilson","Don Rafael Montero","ACTOR"
48540,"tm46173","Matt Letscher","Capt. Harrison Love","ACTOR"
13611,"tm46173","L. Q. Jones","Three-Fingered Jack","ACTOR"
81200,"tm46173","Diego Sieres","Young Joaquín Murrieta","ACTOR"
13604,"tm46173","José María de Tavira","Young Alejandro Murrieta","ACTOR"
13609,"tm46173","Tony Amendola","Don Luiz","ACTOR"
13605,"tm46173","Emiliano Guerra","Boy Crying","ACTOR"
13606,"tm46173","Yolanda Orisaga","Woman Crying","ACTOR"
13607,"tm46173","Paco Morayta","Undertaker","ACTOR"
13608,"tm46173","William Marquez","Fray Felipe","ACTOR"
81202,"tm46173","Pedro Altamirano","Squad Leader","ACTOR"
81201,"tm46173","Luisa Huertas","Nanny","ACTOR"
81203,"tm46173","María Fernández Cruz","Baby Elena de la Vega","ACTOR"
81204,"tm46173","Julieta Rosen","Esperanza de la Vega","ACTOR"
13612,"tm46173","Raúl Martínez","Heavyset Lieutenant","ACTOR"
13613,"tm46173","Victor Rivers","Joaquín Murrieta","ACTOR"
13610,"tm46173","José Pérez","Cpl. Armando Garcia","ACTOR"
81205,"tm46173","Tony Cabral","Soldier Holding 'Wanted' Poster","ACTOR"
602835,"tm46173","Tony Genaro","Watering Station Owner","ACTOR"
81208,"tm46173","Iván Rafael","Small Boy at Watering Station","ACTOR"
46654,"tm46173","David Villalpando","Stupid Soldier","ACTOR"
81207,"tm46173","Mónica Fernández Cruz","Baby Elena de la Vega","ACTOR"
10476,"tm46173","Maury Chaykin","Prison Warden","ACTOR"
389833,"tm46173","Paul Ganus","Prison Guard","ACTOR"
885095,"tm46173","Sergio Espinoza","Leper Zorro","ACTOR"
54837,"tm46173","Conrad Roberts","Black Zorro","ACTOR"
41118,"tm46173","Abel Woolrich","Ancient Zorro","ACTOR"
31869,"tm46173","Pedro Armendáriz Jr.","Don Pedro","ACTOR"
1453229,"tm46173","Moisés Suárez","Don Hector","ACTOR"
46161,"tm46173","Humberto Elizondo","Don Julio","ACTOR"
19318,"tm46173","Fernando Becerril","One of the Six Dons","ACTOR"
526188,"tm46173","Alberto Carrera","One of the Six Dons","ACTOR"
885096,"tm46173","Eduardo López","One of the Six Dons","ACTOR"
26288,"tm46173","Vanessa Bauche","Indian Girl","ACTOR"
3630,"tm46173","Martin Campbell","","DIRECTOR"
6927,"tm19673","Mel Gibson","Benjamin Martin","ACTOR"
10693,"tm19673","Heath Ledger","Gabriel Martin","ACTOR"
10221,"tm19673","Joely Richardson","Charlotte Selton","ACTOR"
4448,"tm19673","Jason Isaacs","Col. William Tavington","ACTOR"
10695,"tm19673","Chris Cooper","Col. Harry Burwell","ACTOR"
10694,"tm19673","Tchéky Karyo","Jean Villeneuve","ACTOR"
522,"tm19673","René Auberjonois","Reverend Oliver","ACTOR"
10696,"tm19673","Lisa Brenner","Anne Howard","ACTOR"
895,"tm19673","Tom Wilkinson","Gen. Cornwallis","ACTOR"
10698,"tm19673","Donal Logue","Dan Scott","ACTOR"
10697,"tm19673","Leon Rippy","John Billings","ACTOR"
4704,"tm19673","Adam Baldwin","Capt. Wilkins","ACTOR"
10699,"tm19673","Jay Arlen Jones","Occam","ACTOR"
10700,"tm19673","Joey D. Vieira","Peter Howard","ACTOR"
10701,"tm19673","Gregory Smith","Thomas Martin","ACTOR"
16661,"tm19673","Mika Boorem","Margaret Martin","ACTOR"
10702,"tm19673","Skye McCole Bartusiak","Susan Martin","ACTOR"
10703,"tm19673","Trevor Morgan","Nathan Martin","ACTOR"
10704,"tm19673","Bryan Chafin","Samuel Martin","ACTOR"
1107,"tm19673","Logan Lerman","William Martin","ACTOR"
133685,"tm19673","Mary Jo Deschanel","Mrs. Howard","ACTOR"
450353,"tm19673","Jamieson Price","Capt. Bordon","ACTOR"
10705,"tm19673","Peter Woodward","Charles O'Hara","ACTOR"
409209,"tm19673","Grahame Wood","Redcoat Lieutenant","ACTOR"
708698,"tm19673","Shane Ayon","Grinadier Soldier","ACTOR"
207214,"tm19673","Shan Omar Huey","Joshua","ACTOR"
35258,"tm19673","Hank Stone","Rollins","ACTOR"
30425,"tm19673","Kirk Fox","Skunk","ACTOR"
4744,"tm19673","Jack Moore","Curly","ACTOR"
378340,"tm19673","Mark Twogood","Danvers","ACTOR"
874521,"tm19673","Colt Romberger","Colt","ACTOR"
874522,"tm19673","Terry Layman","Gen. George Washington","ACTOR"
62577,"tm19673","Shannon Eubanks","Mrs. Simms","ACTOR"
1034473,"tm19673","Bill Roberson","Loyalist Simms","ACTOR"
89701,"tm19673","Charles Black","Matthew","ACTOR"
11308,"tm19673","Andy Stahl","Gen. Nathanel Greene","ACTOR"
236190,"tm19673","Kristian Truelsen","Hardwick","ACTOR"
34446,"tm19673","Kanin Howell","Postrider","ACTOR"
86434,"tm19673","Mark Jeffrey Miller","Wounded Continental","ACTOR"
3230,"tm19673","Zach Hanner","British Field Officer","ACTOR"
1746748,"tm19673","Randell Haynes","Patriot Middleton","ACTOR"
4709,"tm19673","John Storey","Cowpens Militiaman","ACTOR"
718074,"tm19673","Greg Good","Cowpens Militiaman","ACTOR"
874523,"tm19673","John F. Dzencelowcz II","Continental Soldier","ACTOR"
874586,"tm19673","Kyle Richard Engels","Billings' Son","ACTOR"
212278,"tm19673","John Bennes","Speaker","ACTOR"
271374,"tm19673","John Curran","Redcoat Sergeant #1","ACTOR"
320117,"tm19673","Dara Coleman","Redcoat Sergeant #2","ACTOR"
31055,"tm19673","Roy McCrerey","Redcoat","ACTOR"
874525,"tm19673","P. Dion Moore","Redcoat","ACTOR"
874527,"tm19673","Tyler Long","Page Poy","ACTOR"
874530,"tm19673","John H. Bush","Abner","ACTOR"
146690,"tm19673","Gil Johnson","Militiaman","ACTOR"
36147,"tm19673","Scott Miles","Patriot Private","ACTOR"
874535,"tm19673","Derrick B. Young","Slave Boy","ACTOR"
874534,"tm19673","Le Roy Seabrook","Gullah Minister","ACTOR"
874536,"tm19673","Samuel Brown Jr.","Gullah Musician","ACTOR"
874537,"tm19673","Samuel Brown Sr.","Gullah Musician","ACTOR"
874529,"tm19673","Lillie L. Harris","Gullah Musician","ACTOR"
874539,"tm19673","Braima Moiwai","Gullah Musician","ACTOR"
4767,"tm19673","Patrick Tatopoulos","French Naval Officer","ACTOR"
4763,"tm19673","Roland Emmerich","","DIRECTOR"
14480,"tm24877","Breckin Meyer","Josh Parker","ACTOR"
11770,"tm24877","Seann William Scott","E.L.","ACTOR"
46426,"tm24877","Paulo Costanzo","Rubin Carver","ACTOR"
22560,"tm24877","DJ Qualls","Kyle Edwards","ACTOR"
12431,"tm24877","Amy Smart","Beth Wagner","ACTOR"
21201,"tm24877","Tom Green","Barry Manilow","ACTOR"
20845,"tm24877","Rachel Blanchard","Tiffany Henderson","ACTOR"
91204,"tm24877","Marla Sucharetza","Sperm Bank Nurse","ACTOR"
11975,"tm24877","Anthony Rapp","Jacob","ACTOR"
16609,"tm24877","Andy Dick","Motel Clerk","ACTOR"
10997,"tm24877","Fred Ward","Earl Edwards","ACTOR"
4081,"tm24877","Ethan Suplee","Ed","ACTOR"
31359,"tm24877","Horatio Sanz","French Toast Guy","ACTOR"
36047,"tm24877","Rhoda Griffis","Tour Group Mom","ACTOR"
20414,"tm24877","Jessica Cauffiel","The Wrong Tiffany","ACTOR"
28833,"tm24877","Patricia Gaul","Cookie Edwards","ACTOR"
13021,"tm24877","Mary Lynn Rajskub","Blind Brenda","ACTOR"
3835,"tm24877","Jimmy Kimmel","Corky the Dog (Voice)","ACTOR"
17124,"tm24877","Matt Walsh","Crime Scene Photographer","ACTOR"
9756,"tm24877","Todd Phillips","Foot Lover","ACTOR"
1055237,"tm24877","Mia Amber Davis","Rhonda","ACTOR"
111515,"tm24877","Jaclyn DeSantis","Naked Girl #1 (Uncredited)","ACTOR"
900355,"tm24877","Aliya Campbell","Naked Girl #2 (Uncredited)","ACTOR"
36846,"tm24877","Todd Barry","Campus Security #1","ACTOR"
485040,"tm24877","Wendell B. Harris Jr.","Professor Anderson","ACTOR"
2038728,"tm24877","Bridgett Wise","Barry's Girl","ACTOR"
337622,"tm24877","Aerica D'Amaro","Barry's Girl","ACTOR"
9756,"tm24877","Todd Phillips","","DIRECTOR"
20202,"tm1822","Victor Wong","Grandpa Mori Shintaro","ACTOR"
5867,"tm1822","Max Elliott Slade","Jeffrey 'Colt' Douglas","ACTOR"
63465,"tm1822","Sean Fox","Samuel 'Rocky' Douglas Jr.","ACTOR"
37246,"tm1822","J. Evan Bonifant","Michael 'Tum Tum' Douglas","ACTOR"
63466,"tm1822","Caroline Junko King","Miyo","ACTOR"
36561,"tm1822","Dustin Nguyen","Glam","ACTOR"
63467,"tm1822","Alan McRae","Samuel Douglas Sr.","ACTOR"
63468,"tm1822","Margarita Franco","Jessica Shintaro-Douglas","ACTOR"
63469,"tm1822","Jason Schombing","Vinnie","ACTOR"
63470,"tm1822","Angelo Tiffe","Slam","ACTOR"
21652,"tm1822","Sab Shimono","Koga","ACTOR"
46125,"tm1822","Don Stark","Umpire","ACTOR"
589526,"tm1822","Kellye Nakahara","Nurse Hino","ACTOR"
63472,"tm1822","Scott Caudill","Darren the Bully","ACTOR"
63473,"tm1822","Tommy Clark","Keith","ACTOR"
63474,"tm1822","Jeremy Linson","Evan","ACTOR"
63475,"tm1822","Brian Wagner","Gerald","ACTOR"
63476,"tm1822","Maital Sabban","Lisa DiMarino","ACTOR"
63477,"tm1822","Gino Dentie","Night Club Manager","ACTOR"
39877,"tm1822","Marcus Giamatti","Announcer","ACTOR"
63478,"tm1822","Jill Ito","Ticket Clerk","ACTOR"
63479,"tm1822","Michael Paciorek","First Base Umpire","ACTOR"
63480,"tm1822","Donna Marie Recco","Hot Dog Vendor","ACTOR"
63481,"tm1822","Joey Travolta","Mustangs Coach","ACTOR"
10433,"tm1822","Robert Miano","Shuttle Driver","ACTOR"
58524,"tm1822","Glen Chin","Nurse Shibuya","ACTOR"
63482,"tm1822","Killer Khan","Ishikawa","ACTOR"
63483,"tm1822","Tso Shiao-Hu","Young Mori","ACTOR"
63484,"tm1822","Kazuaki Naruse","Young Koga","ACTOR"
63485,"tm1822","Syunichiro Yunoki","Young Grand Master","ACTOR"
63486,"tm1822","Hachiro Yamauchi","Ninja Master","ACTOR"
63487,"tm1822","Toshiyo Matsunaga","Miyo's Mother","ACTOR"
63488,"tm1822","Yoshiko Kamiya","Lady in Limousine","ACTOR"
63489,"tm1822","Katsumi Honda","Chauffeur","ACTOR"
63490,"tm1822","Shogo Nakajima","Jail Guard","ACTOR"
63491,"tm1822","Kyogi Kamui","Koga's Henchmen","ACTOR"
63492,"tm1822","Seigen Nakayama","Koga's Henchmen","ACTOR"
63493,"tm1822","Ôfuji","Sumo Wrestlers","ACTOR"
63494,"tm1822","Hayabusa Tenkomori","Sumo Wrestlers","ACTOR"
63495,"tm1822","Shinoburyû","Sumo Wrestlers","ACTOR"
63496,"tm1822","Kasugia","Sumo Wrestlers","ACTOR"
63497,"tm1822","Naoki Fuji","Mugger","ACTOR"
63499,"tm1822","Kensuke Goto","Ninja Masters","ACTOR"
63500,"tm1822","Yousyu Kondo","Yakusas","ACTOR"
63502,"tm1822","Masaki Kiryu","Ninjas","ACTOR"
63503,"tm1822","Hideki Chiba","Ninjas","ACTOR"
63504,"tm1822","Norihito Yagami","Ninjas","ACTOR"
63505,"tm1822","Kazuya Matsui","Ninjas","ACTOR"
63506,"tm1822","Charles T. Kanganis","","DIRECTOR"
6050,"tm187791","Clint Eastwood","Secret Service Agent Frank Horrigan","ACTOR"
1127,"tm187791","John Malkovich","Mitch Leary","ACTOR"
2139,"tm187791","Rene Russo","Secret Service Agent Lilly Raines","ACTOR"
934,"tm187791","Dylan McDermott","Secret Service Agent Al D'Andrea","ACTOR"
8901,"tm187791","Gary Cole","Secret Service Presidential Detail Agent-In-Charge Bill Watts","ACTOR"
17408,"tm187791","Fred Dalton Thompson","White House Chief of Staff Harry Sargent","ACTOR"
18531,"tm187791","John Mahoney","Sam Campagna","ACTOR"
1810,"tm187791","Gregory Alan Williams","Matt Wilder","ACTOR"
83288,"tm187791","Jim Curley","President","ACTOR"
83289,"tm187791","Sally Hughes","First Lady","ACTOR"
36923,"tm187791","Clyde Kusatsu","Jack Okura","ACTOR"
26904,"tm187791","Steve Hytner","Tony Carducci","ACTOR"
9265,"tm187791","Tobin Bell","Mendoza","ACTOR"
83290,"tm187791","Bob Schott","Jimmy Hendrickson","ACTOR"
663077,"tm187791","Juan A. Riojas","Raul","ACTOR"
83291,"tm187791","Elsa Raven","Booth's Landlady","ACTOR"
83292,"tm187791","Arthur Senzy","Paramedic","ACTOR"
43690,"tm187791","Patrika Darbo","Pam Magnus","ACTOR"
2034580,"tm187791","Mary Van Arsdel","Sally","ACTOR"
11807,"tm187791","Ryan Cutrona","LAPD Brass","ACTOR"
83293,"tm187791","Lawrence Lowe","FBI Technician","ACTOR"
